symbol	old_symbol
TNKS	PARP5A
TNKS	pART5
TNKS	ARTD5
TNKS1BP1	TAB182
TNKS1BP1	KIAA1741
TNKS1BP1	FLJ45975
TNKS2	TNKL
TNKS2	TANK2
TNKS2	PARP-5b
TNKS2	PARP-5c
TNKS2	PARP5B
TNKS2	PARP5C
TNKS2	pART6
TNKS2	ARTD6
TNKS2-AS1	
TNMD	myodulin
TNMD	ChM1L
TNMD	tendin
TNMD	TEM
TNMD	BRICD4
TNN	TNW
TNNC1	TNNC
TNNC2	FAP85
TNNC2	CFAP85
TNNI1	
TNNI2	FSSV
TNNI2	DA2B
TNNI2	AMCD2B
TNNI3	TNNC1
TNNI3	CMH7
TNNI3	CMD2A
TNNI3K	CARK
TNNT1	ANM
TNNT1	STNT
TNNT1	TNT
TNNT1	TNTS
TNNT1	FLJ98147
TNNT1	MGC104241
TNNT1	NEM5
TNNT2	CMPD2
TNNT2	CMH2
TNNT2	CMD1D
TNNT3	AMCD2B
TNNT3	DA2B
TNNT3	FSSV
TNNT3	DKFZp779M2348
TNP1	
TNP2	TP2
TNPO1	MIP
TNPO1	TRN
TNPO1	IPO2
TNPO1	MIP1
TNPO1	KPNB2
TNPO1P1	
TNPO1P2	
TNPO1P3	
TNPO2	IPO3
TNPO2	KPNB2B
TNPO2	FLJ12155
TNPO2	TRN2
TNPO3	TRN-SR
TNPO3	MTR10A
TNPO3	TRN-SR2
TNPO3	IPO12
TNPO3	LGMD1F
TNPO3P1	
TNR	
TNR-IT1	
TNRC17	CAGL234
TNRC18	CAGL79
TNRC18	TNRC18A
TNRC18	KIAA1856
TNRC18P1	
TNRC18P2	TNRC18B
TNRC18P3	TNRC18C
TNRC6A	CAGH26
TNRC6A	KIAA1460
TNRC6A	GW182
TNRC6A	TNRC6
TNRC6B	KIAA1093
TNRC6B-DT	
TNRC6C	KIAA1582
TNRC6C	FLJ20015
TNS1	DKFZp586K0617
TNS1	PPP1R155
TNS1	TNS
TNS1	MXRA6
TNS1-AS1	
TNS2	KIAA1075
TNS2	C1-TEN
TNS2	TENC1
TNS3	TEM6
TNS3	H_NH0549I23.2
TNS3	FLJ13732
TNS3	TENS1
TNS4	CTEN
TNXA	XA
TNXA	D6S103E
TNXA	HXBL
TNXA	TNX
TNXB	TNXBS
TNXB	XBS
TNXB	XB
TNXB	TNXB1
TNXB	TNXB2
TOB1	TOB
TOB1	TROB
TOB1	APRO5
TOB1	TROB1
TOB1-AS1	
TOB2	TOBL
TOB2	TOB4
TOB2	bK223H9
TOB2	APRO5
TOB2	TROB2
TOB2P1	TOB4p
TOB2P1	p373c6.3
TOB2P1	TOB2P
TOE1	hCaf1z
TOGARAM1	Crescerin-1
TOGARAM1	crescerin
TOGARAM1	KIAA0423
TOGARAM1	FAM179B
TOGARAM2	FLJ43249
TOGARAM2	LOC165186
TOGARAM2	Crescerin-2
TOGARAM2	FAM179A
TOLLIP	IL-1RAcPIP
TOLLIP-AS1	
TOM1	
TOM1L1	SRCASM
TOM1L2	
TOMM20	KIAA0016
TOMM20	TOM20
TOMM20	MOM19
TOMM20	MAS20
TOMM20L	UNQ9438
TOMM20P1	
TOMM20P2	
TOMM20P3	
TOMM20P4	
TOMM22	TOM22
TOMM22P1	
TOMM22P2	
TOMM22P3	
TOMM22P4	
TOMM22P5	
TOMM22P6	
TOMM34	TOM34
TOMM34	HTOM34P
TOMM40	PEREC1
TOMM40	D19S1177E
TOMM40	C19orf1
TOMM40	TOM40
TOMM40	PER-EC1
TOMM40L	FLJ12770
TOMM40L	TOMM40B
TOMM40P1	
TOMM40P2	
TOMM40P3	
TOMM40P4	
TOMM5	bA613M10.3
TOMM5	Tom5
TOMM5	C9orf105
TOMM6	OBTP
TOMM6	Tom6
TOMM7	Tom7
TOMM70	KIAA0719
TOMM70	Tom70
TOMM70	TOMM70A
TONSL	IKBR
TONSL	NFKBIL2
TONSL-AS1	
TOP1	
TOP1MT	
TOP1P1	
TOP1P2	
TOP2A	TOP2
TOP2B	
TOP3A	ZGRF7
TOP3A	TOP3
TOP3B	
TOP3BP1	TOP3B2
TOPAZ1	FLJ36157
TOPAZ1	C3orf77
TOPBP1	KIAA0259
TOPBP1	TOP2BP1
TOPBP1	Dpb11
TOPORS	TP53BPL
TOPORS	LUN
TOPORS	RP31
TOPORSLP	TOPORSLP1
TOR1A	DQ2
TOR1A	DYT1
TOR1AIP1	LAP1B
TOR1AIP1	FLJ13142
TOR1AIP1	LAP1
TOR1AIP1	LAP1C
TOR1AIP2	LULL1
TOR1AIP2	NET9
TOR1AIP2	IFRG15
TOR1B	DQ1
TOR1B	MGC4386
TOR1BP1	
TOR2A	FLJ14771
TOR2A	TORP1
TOR3A	FLJ22345
TOR3A	ADIR2
TOR3A	ADIR
TOR4A	FLJ20245
TOR4A	C9orf167
TOX	KIAA0808
TOX	TOX1
TOX2	dJ1108D11.2
TOX2	GCX-1
TOX2	C20orf100
TOX3	CAGF9
TOX3	TNRC9
TOX4	LCP1
TOX4	C14orf92
TOX4	KIAA0737
TOX4P1	
TP53	p53
TP53	LFS1
TP53AIP1	p53AIP1
TP53BP1	53BP1
TP53BP1	p202
TP53BP1	TDRD30
TP53BP2	PPP1R13A
TP53BP2	ASPP2
TP53BP2	53BP2
TP53BP2P1	PPP1R13AP
TP53COR1	linc-p21
TP53COR1	lincRNA-p21
TP53COR1	Trp53cor1
TP53I11	PIG11
TP53I13	DSCP1
TP53I3	PIG3
TP53INP1	DKFZp434M1317
TP53INP1	FLJ22139
TP53INP1	P53DINP1
TP53INP1	SIP
TP53INP1	TP53INP1A
TP53INP1	TP53INP1B
TP53INP1	Teap
TP53INP2	FLJ21759
TP53INP2	FLJ23500
TP53INP2	DKFZp434B2411
TP53INP2	DKFZp434O0827
TP53INP2	dJ1181N3.1
TP53INP2	PINH
TP53INP2	DOR
TP53INP2	C20orf110
TP53RK	dJ101A2.2
TP53RK	prpk
TP53RK	Nori-2p
TP53RK	BUD32
TP53RK	TPRKB
TP53RK	C20orf64
TP53RK-DT	
TP53TG1	H_RG012D21.9
TP53TG1	LINC00096
TP53TG1	TP53AP1
TP53TG3	P53TG3
TP53TG3	TP53TG3A
TP53TG3B	
TP53TG3C	
TP53TG3D	
TP53TG3E	
TP53TG3F	
TP53TG3GP	
TP53TG3HP	
TP53TG5	CLG01
TP53TG5	dJ453C12.5
TP53TG5	C20orf10
TP63	p51
TP63	SHFM4
TP63	EEC3
TP63	p63
TP63	p73L
TP63	OFC8
TP63	KET
TP63	p73H
TP63	NBP
TP63	p53CP
TP63	TP73L
TP63	TP53L
TP63	TP53CP
TP73	P73
TP73-AS1	PDAM
TP73-AS1	KIAA0495
TP73-AS2	RP5-1092A11.2
TP73-AS3	
TPBG	5T4-AG
TPBG	5T4
TPBGL	
TPCN1	KIAA1169
TPCN1	FLJ20612
TPCN1	TPC1
TPCN2	TPC2
TPD52	D52
TPD52	hD52
TPD52	N8L
TPD52L1	D53
TPD52L1	hD53
TPD52L1	TPD53
TPD52L2	D54
TPD52L2	hD54
TPD52L2	TPD54
TPD52L3	NYD-SP25
TPD52L3	D55
TPD52L3	TPD55
TPGS1	GTRGEO22
TPGS1	PGs1
TPGS1	C19orf20
TPGS2	DKFZP586M1523
TPGS2	HsT3006
TPGS2	C18orf10
TPH1	TPRH
TPH1	TPH
TPH2	NTPH
TPH2	FLJ37295
TPI1	
TPI1P1	
TPI1P2	
TPI1P3	
TPI1P4	
TPK1	HTPK1
TPK1	PP20
TPM1	C15orf13
TPM1	CMH3
TPM1-AS	TPM1-AS1
TPM2	DA1
TPM2	NEM4
TPM2	AMCD1
TPM2P1	
TPM3	TRK
TPM3	NEM1
TPM3P1	TPM3L2
TPM3P2	dJ1125A11.2
TPM3P2	TPM5P
TPM3P3	
TPM3P4	
TPM3P5	
TPM3P6	
TPM3P7	
TPM3P8	
TPM3P9	
TPM4	
TPM4P1	
TPMT	
TPMTP1	
TPMTP2	
TPMTP3	
TPMTP4	
TPO	TPX
TPP1	LPIC
TPP1	TPP-1
TPP1	CLN2
TPP1	SCAR7
TPP2	TPPII
TPPP	p25alpha
TPPP	TPPP1
TPPP	p25
TPPP	TPPP/p25
TPPP2	p25beta
TPPP2	p18
TPPP2	CT152
TPPP2	C14orf8
TPPP3	CGI-38
TPPP3	p25gamma
TPPP3	p20
TPR	
TPRA1	TPRA40
TPRA1	FLJ32197
TPRA1	TMEM227
TPRA1	GPR175
TPRG1	FLJ41238
TPRG1	FLJ43694
TPRG1	FAM79B
TPRG1-AS1	
TPRG1-AS2	
TPRG1L	RP11-46F15.3
TPRG1L	FLJ21811
TPRG1L	FAM79A
TPRG1LP1	
TPRKB	CGI-121
TPRKB	CGI121
TPRKBP1	
TPRKBP2	
TPRN	FLJ90254
TPRN	C9orf75
TPRN	DFNB79
TPRX1	FLJ40321
TPRX1P1	
TPRX2P	TPRX2P1
TPRXL	FLJ35107
TPRXL	TPRX3P
TPSAB1	TPSB1
TPSAB1	TPS1
TPSAB1	TPS2
TPSB2	
TPSD1	
TPSG1	TMT
TPSG1	PRSS31
TPSP1	
TPSP2	Mastin
TPST1	TANGO13A
TPST2	TANGO13B
TPST2P1	
TPT1	TCTP
TPT1	fortilin
TPT1-AS1	
TPT1P1	TPT1P
TPT1P10	
TPT1P11	
TPT1P12	
TPT1P13	
TPT1P14	
TPT1P2	
TPT1P3	
TPT1P4	
TPT1P5	
TPT1P6	
TPT1P7	
TPT1P8	FKSG2
TPT1P9	
TPTE	PTEN2
TPTE	CT44
TPTE2	TPIP
TPTE2P1	
TPTE2P2	
TPTE2P3	
TPTE2P4	
TPTE2P5	
TPTE2P6	
TPTEP1	psiTPTE22
TPTEP2	Z98749.2
TPTEP2-CSNK1E	
TPX2	p100
TPX2	DIL-2
TPX2	C20orf2
TPX2	C20orf1
TRA	TCRA
TRA	TRA@
TRA-AGC1-1	tRNA-Ala-AGC-1-1
TRA-AGC1-1	TRNAA34
TRA-AGC10-1	tRNA-Ala-AGC-10-1
TRA-AGC10-1	TRNAA18
TRA-AGC11-1	tRNA-Ala-AGC-11-1
TRA-AGC11-1	TRNAA2
TRA-AGC12-1	tRNA-Ala-AGC-12-1
TRA-AGC12-1	TRNAA37
TRA-AGC12-2	tRNA-Ala-AGC-12-2
TRA-AGC12-2	TRNAA31
TRA-AGC12-3	tRNA-Ala-AGC-12-3
TRA-AGC12-3	TRNAA14
TRA-AGC13-1	tRNA-Ala-AGC-13-1
TRA-AGC13-1	TRNAA41
TRA-AGC13-2	tRNA-Ala-AGC-13-2
TRA-AGC13-2	TRNAA9
TRA-AGC13-3	tRNA-Ala-AGC-13-3
TRA-AGC14-1	tRNA-Ala-AGC-14-1
TRA-AGC14-1	TRNAA36
TRA-AGC14-2	tRNA-Ala-AGC-14-2
TRA-AGC15-1	tRNA-Ala-AGC-15-1
TRA-AGC15-1	TRNAA17
TRA-AGC16-1	tRNA-Ala-AGC-16-1
TRA-AGC16-1	TRNAA30
TRA-AGC17-1	tRNA-Ala-AGC-17-1
TRA-AGC17-1	TRNAA35
TRA-AGC18-1	tRNA-Ala-AGC-18-1
TRA-AGC18-1	TRNAA33
TRA-AGC18-2	tRNA-Ala-AGC-18-2
TRA-AGC18-2	TRNAA22
TRA-AGC19-1	tRNA-Ala-AGC-19-1
TRA-AGC19-1	TRNAA24
TRA-AGC2-1	tRNA-Ala-AGC-2-1
TRA-AGC2-1	TRNAA13
TRA-AGC2-2	tRNA-Ala-AGC-2-2
TRA-AGC2-2	TRNAA27
TRA-AGC20-1	tRNA-Ala-AGC-20-1
TRA-AGC20-1	TRNAA16
TRA-AGC21-1	tRNA-Ala-AGC-21-1
TRA-AGC21-1	TRNAA21
TRA-AGC22-1	tRNA-Ala-AGC-22-1
TRA-AGC22-1	TRNAA43
TRA-AGC23-1	tRNA-Ala-AGC-23-1
TRA-AGC23-1	TRNAA44P
TRA-AGC24-1	tRNA-Ala-AGC-24-1
TRA-AGC3-1	tRNA-Ala-AGC-3-1
TRA-AGC3-1	TRNAA28
TRA-AGC4-1	tRNA-Ala-AGC-4-1
TRA-AGC4-1	TRNAA7
TRA-AGC5-1	tRNA-Ala-AGC-5-1
TRA-AGC5-1	TRNAA8
TRA-AGC6-1	tRNA-Ala-AGC-6-1
TRA-AGC6-1	TRNAA6
TRA-AGC7-1	tRNA-Ala-AGC-7-1
TRA-AGC7-1	TRNAA12
TRA-AGC8-1	tRNA-Ala-AGC-8-1
TRA-AGC8-1	TRNAA3
TRA-AGC8-2	tRNA-Ala-AGC-8-2
TRA-AGC8-2	TRNAA39
TRA-AGC9-1	tRNA-Ala-AGC-9-1
TRA-AGC9-1	TRNAA20
TRA-AGC9-2	tRNA-Ala-AGC-9-2
TRA-AGC9-2	TRNAA42
TRA-CGC1-1	tRNA-Ala-CGC-1-1
TRA-CGC1-1	TRNAA29
TRA-CGC2-1	tRNA-Ala-CGC-2-1
TRA-CGC2-1	TRNAA40
TRA-CGC3-1	tRNA-Ala-CGC-3-1
TRA-CGC3-1	TRNAA4
TRA-CGC4-1	tRNA-Ala-CGC-4-1
TRA-CGC4-1	TRNAA5
TRA-CGC5-1	tRNA-Ala-CGC-5-1
TRA-CGC5-1	TRNAA38
TRA-TGC1-1	tRNA-Ala-TGC-1-1
TRA-TGC1-1	TRNAA19
TRA-TGC10-1	tRNA-Ala-TGC-10-1
TRA-TGC10-1	TRNAA45P
TRA-TGC2-1	tRNA-Ala-TGC-2-1
TRA-TGC2-1	TRNAA15
TRA-TGC3-1	tRNA-Ala-TGC-3-1
TRA-TGC3-1	TRNAA26
TRA-TGC3-1	TRA-TGC3-2
TRA-TGC3-2	tRNA-Ala-TGC-3-2
TRA-TGC3-2	TRNAA23
TRA-TGC3-2	TRA-TGC3-1
TRA-TGC4-1	tRNA-Ala-TGC-4-1
TRA-TGC4-1	TRNAA32
TRA-TGC5-1	tRNA-Ala-TGC-5-1
TRA-TGC5-1	TRNAA10
TRA-TGC6-1	tRNA-Ala-TGC-6-1
TRA-TGC6-1	TRNAA11
TRA-TGC7-1	tRNA-Ala-TGC-7-1
TRA-TGC7-1	TRAN
TRA-TGC7-1	TRNAA1
TRA-TGC8-1	tRNA-Ala-TGC-8-1
TRA-TGC8-1	TRNAA25
TRA-TGC9-1	tRNA-Ala-TGC-9-1
TRA-TGC9-1	TRNAA46P
TRA2A	htra-2-alpha
TRA2A	AWMS1
TRA2B	Htra2-beta
TRA2B	PPP1R156
TRA2B	SFRS10
TRABD	PP2447
TRABD2A	TIKI1
TRABD2A	C2orf89
TRABD2B	TIKI2
TRAC	
TRADD	Hs.89862
TRAF1	EBI6
TRAF2	TRAP3
TRAF2	RNF117
TRAF3	CAP-1
TRAF3	CD40bp
TRAF3	CRAF1
TRAF3	LAP1
TRAF3	RNF118
TRAF3IP1	MIP-T3
TRAF3IP1	DKFZP434F124
TRAF3IP1	MIPT3
TRAF3IP1	IFT54
TRAF3IP1	FAP116
TRAF3IP2	DKFZP586G0522
TRAF3IP2	ACT1
TRAF3IP2	CIKS
TRAF3IP2	C6orf4
TRAF3IP2	C6orf5
TRAF3IP2	C6orf6
TRAF3IP2	C6orf2
TRAF3IP2-AS1	C6UAS
TRAF3IP2-AS1	TRAF3IP2-AS2
TRAF3IP2-AS1	C6orf3
TRAF3IP2-AS1	NCRNA00248
TRAF3IP3	T3JAM
TRAF4	CART1
TRAF4	MLN62
TRAF4	RNF83
TRAF5	RNF84
TRAF6	RNF85
TRAF6P1	
TRAF7	RNF119
TRAF7	DKFZp586I021
TRAF7	MGC7807
TRAF7	RFWD1
TRAFD1	FLN29
TRAIP	TRIP
TRAIP	RNF206
TRAJ1	
TRAJ10	
TRAJ11	
TRAJ12	
TRAJ13	
TRAJ14	
TRAJ15	
TRAJ16	
TRAJ17	
TRAJ18	
TRAJ19	
TRAJ2	
TRAJ20	
TRAJ21	
TRAJ22	
TRAJ23	
TRAJ24	
TRAJ25	
TRAJ26	
TRAJ27	
TRAJ28	
TRAJ29	
TRAJ3	
TRAJ30	
TRAJ31	
TRAJ32	
TRAJ33	
TRAJ34	
TRAJ35	
TRAJ36	
TRAJ37	
TRAJ38	
TRAJ39	
TRAJ4	
TRAJ40	
TRAJ41	
TRAJ42	
TRAJ43	
TRAJ44	
TRAJ45	
TRAJ46	
TRAJ47	
TRAJ48	
TRAJ49	
TRAJ5	
TRAJ50	
TRAJ51	
TRAJ52	
TRAJ53	
TRAJ54	
TRAJ55	
TRAJ56	
TRAJ57	
TRAJ58	
TRAJ59	
TRAJ6	
TRAJ60	
TRAJ61	
TRAJ7	
TRAJ8	
TRAJ9	
TRAK1	OIP106
TRAK1	KIAA1042
TRAK1	MILT1
TRAK2	CALS-C
TRAK2	KIAA0549
TRAK2	GRIF-1
TRAK2	OIP98
TRAK2	MILT2
TRAK2	ALS2CR3
TRAM1	TRAM
TRAM1	TRAMP
TRAM1L1	MGC26568
TRAM2	KIAA0057
TRAM2-AS1	
TRANK1	LBA1
TRANK1	KIAA0342
TRAP1	HSP75
TRAP1	HSP90L
TRAPPC1	MUM2
TRAPPC1	BET5
TRAPPC10	EHOC-1
TRAPPC10	TRS130
TRAPPC10	TMEM1
TRAPPC11	FLJ12716
TRAPPC11	gry
TRAPPC11	foigr
TRAPPC11	C4orf41
TRAPPC12	CGI-87
TRAPPC12	TTC-15
TRAPPC12	TTC15
TRAPPC12-AS1	
TRAPPC13	FLJ13611
TRAPPC13	MGC48585
TRAPPC13	C5orf44
TRAPPC13P1	
TRAPPC14	FLJ10925
TRAPPC14	C7orf43
TRAPPC14	MAP11
TRAPPC2	TRS20
TRAPPC2	SEDT
TRAPPC2	MIP-2A
TRAPPC2	ZNF547L
TRAPPC2	hYP38334
TRAPPC2	SEDL
TRAPPC2B	SEDLP1
TRAPPC2B	MIP-2A
TRAPPC2B	SEDLP
TRAPPC2B	TRAPPC2P1
TRAPPC2L	HSPC176
TRAPPC2LP1	
TRAPPC2P10	TRAPPC2P5B
TRAPPC2P2	SEDLP2
TRAPPC2P3	SEDLP3
TRAPPC2P4	SEDLP4
TRAPPC2P5	SEDLP5
TRAPPC2P6	SEDLP6
TRAPPC2P7	SEDLP7
TRAPPC2P8	TRAPPC2P3B
TRAPPC2P9	TRAPPC2P4B
TRAPPC3	BET3
TRAPPC3L	bA259P20.2
TRAPPC3L	FLJ11180
TRAPPC3L	BET3L
TRAPPC4	TRS23
TRAPPC4	SBDN
TRAPPC4	PTD009
TRAPPC5	MGC52424
TRAPPC5	TRS31
TRAPPC6A	TRS33
TRAPPC6A	MGC2650
TRAPPC6A	HSPC289
TRAPPC6B	
TRAPPC8	HsT2706
TRAPPC8	TRS85
TRAPPC8	GSG1
TRAPPC8	KIAA1012
TRAPPC9	IKBKBBP
TRAPPC9	NIBP
TRAPPC9	KIAA1882
TRAPPC9	T1
TRAPPC9	TRS120
TRAPPC9	MRT13
TRARG1	LOST1
TRARG1	IFITMD3
TRARG1	BEC-1
TRARG1	DSPB1
TRARG1	TUSC5
TRAT1	HSPC062
TRAT1	TRIM
TRAT1	TCRIM
TRAV1-1	TRAV11
TRAV1-1	TCRAV1S1
TRAV1-1	TCRAV7S1
TRAV1-2	
TRAV10	TCRAV10S1
TRAV10	TCRAV24S1
TRAV11	
TRAV12-1	
TRAV12-2	
TRAV12-3	TRAV123
TRAV12-3	TCRAV2S2
TRAV12-3	TCRAV12S3
TRAV13-1	
TRAV13-2	
TRAV14DV4	TRAV14/DV4
TRAV14DV4	TCRAV6S1-hDV104S1
TRAV14DV4	hADV14S1
TRAV15	TCRAV15S1
TRAV16	TCRAV16S1
TRAV16	TCRAV9S1
TRAV17	TCRAV17S1
TRAV17	TCRAV3S1
TRAV18	TCRAV18S1
TRAV19	TCRAV12S1
TRAV19	TCRAV19S1
TRAV2	
TRAV20	
TRAV21	
TRAV22	TCRAV13S1
TRAV22	TCRAV22S1
TRAV23DV6	TRAV23/DV6
TRAV23DV6	TCRAV17S1
TRAV24	
TRAV25	TCRAV25S1
TRAV25	TCRAV32S1
TRAV26-1	
TRAV26-2	TRAV262
TRAV26-2	TCRAV4S1
TRAV26-2	TCRAV26S2
TRAV27	
TRAV28	
TRAV29DV5	TRAV29/DV5
TRAV3	
TRAV30	
TRAV31	TCRAV31S1
TRAV32	
TRAV33	C14orf12
TRAV34	TCRAV26S1
TRAV34	TCRAV34S1
TRAV35	TCRAV25S1
TRAV35	TCRAV35S1
TRAV36DV7	TRAV36/DV7
TRAV37	
TRAV38-1	TRAV381
TRAV38-1	TCRAV14S2
TRAV38-1	TCRAV38S1
TRAV38-2DV8	TRAV38-2/DV8
TRAV38-2DV8	TRAV382DV8
TRAV38-2DV8	TCRAV14S1
TRAV38-2DV8	hADV38S2
TRAV39	TCRAV27S1
TRAV39	TCRAV39S1
TRAV4	TCRAV20S1
TRAV4	TCRAV4S1
TRAV40	TCRAV31S1
TRAV40	TCRAV40S1
TRAV41	TCRAV19S1
TRAV41	TCRAV41S1
TRAV5	
TRAV6	TCRAV5S1
TRAV7	
TRAV8-1	
TRAV8-2	
TRAV8-3	
TRAV8-4	
TRAV8-5	TRAV85
TRAV8-5	TCRAV8S5
TRAV8-6	
TRAV8-7	
TRAV9-1	
TRAV9-2	
TRB	TCRB
TRB	TRB@
TRBC1	TCRBC1
TRBC1	BV05S1J2.2
TRBC2	TCRBC2
TRBD1	TCRBD1
TRBD2	TCRBD2
TRBJ1-1	TRBJ11
TRBJ1-1	TCRBJ1S1
TRBJ1-2	TRBJ12
TRBJ1-2	TCRBJ1S2
TRBJ1-3	TRBJ13
TRBJ1-3	TCRBJ1S3
TRBJ1-4	TRBJ14
TRBJ1-4	TCRBJ1S4
TRBJ1-5	TRBJ15
TRBJ1-5	TCRBJ1S5
TRBJ1-6	TRBJ16
TRBJ1-6	TCRBJ1S6
TRBJ2-1	TRBJ21
TRBJ2-1	TCRBJ2S1
TRBJ2-2	TRBJ22
TRBJ2-2	TCRBJ2S2
TRBJ2-2P	TRBJ22P
TRBJ2-3	TRBJ23
TRBJ2-3	TCRBJ2S3
TRBJ2-4	TRBJ24
TRBJ2-4	TCRBJ2S4
TRBJ2-5	TRBJ25
TRBJ2-5	TCRBJ2S5
TRBJ2-6	TRBJ26
TRBJ2-6	TCRBJ2S6
TRBJ2-7	TRBJ27
TRBJ2-7	TCRBJ2S7
TRBV1	TCRBV27S1P
TRBV1	TCRBV1S1P
TRBV10-1	TRBV101
TRBV10-1	TCRBV10S1
TRBV10-1	TCRBV12S2A1T
TRBV10-1	TCRBV12S2
TRBV10-2	TRBV102
TRBV10-2	TCRBV10S2
TRBV10-2	TCRBV12S3
TRBV10-3	TRBV103
TRBV10-3	TCRBV10S3
TRBV10-3	TCRBV12S1A1N2
TRBV11-1	TRBV111
TRBV11-1	TCRBV11S1
TRBV11-1	TCRBV21S1
TRBV11-2	TRBV112
TRBV11-2	TCRBV11S2
TRBV11-2	TCRBV21S3A2N2T
TRBV11-3	TRBV113
TRBV11-3	TCRBV11S3
TRBV11-3	TCRBV21S2A2
TRBV12-1	TRBV121
TRBV12-1	TCRBV12S1
TRBV12-1	TCRBV8S4P
TRBV12-2	TRBV122
TRBV12-2	TCRBV12S2
TRBV12-2	TCRBV8S5P
TRBV12-3	TRBV123
TRBV12-3	TCRBV12S3
TRBV12-3	TCRBV8S1
TRBV12-4	TRBV124
TRBV12-4	TCRBV12S4
TRBV12-4	TCRBV8S2A1T
TRBV12-5	TRBV125
TRBV12-5	TCRBV12S5
TRBV12-5	TCRBV8S3
TRBV13	TCRBV13S1
TRBV13	TCRBV23S1A2T
TRBV14	TCRBV14S1
TRBV14	TCRBV16S1A1N1
TRBV15	TCRBV15S1
TRBV15	TCRBV24S1A3T
TRBV16	TCRBV16S1
TRBV16	TCRBV25S1A2PT
TRBV17	TCRBV17S1
TRBV17	TCRBV26S1P
TRBV18	TCRBV18S1
TRBV19	TCRBV17S1A1T
TRBV19	TCRBV19S1
TRBV2	TCRBV22S1A2N1T
TRBV2	TCRBV2S1
TRBV20-1	TRBV201
TRBV20-1	TCRBV20S1
TRBV20-1	TCRBV2S1
TRBV20OR9-2	TRBV20/OR9-2
TRBV20OR9-2	TCRBV20S2
TRBV20OR9-2	TCRBV2S2O
TRBV20OR9-2	TCRBV2O
TRBV21-1	TRBV211
TRBV21-1	TCRBV10S1P
TRBV21-1	TCRBV21S1
TRBV21OR9-2	TRBV21/OR9-2
TRBV21OR9-2	TCRBV10S2O
TRBV21OR9-2	TCRBV21S2
TRBV21OR9-2	TCRBV10O
TRBV22-1	TCRBV22S1
TRBV22-1	TCRBV29S1P
TRBV22-1	TRBV22
TRBV22OR9-2	TCRBV29S2O
TRBV22OR9-2	TCRBV22S2
TRBV22OR9-2	TRBV22/OR9-2
TRBV23-1	TRBV231
TRBV23-1	TCRBV19S1P
TRBV23-1	TCRBV23S1
TRBV23OR9-2	TRBV23/OR9-2
TRBV23OR9-2	TRBV23OR92
TRBV23OR9-2	TCRBV19S2O
TRBV23OR9-2	TCRBV23S2
TRBV24-1	TRBV241
TRBV24-1	TCRBV15S1
TRBV24-1	TCRBV24S1
TRBV24OR9-2	TRBV24/OR9-2
TRBV24OR9-2	TCRBV15S2O
TRBV24OR9-2	TCRBV24S2
TRBV24OR9-2	TCRBV15O
TRBV25-1	TRBV251
TRBV25-1	TCRBV11S1A1T
TRBV25-1	TCRBV25S1
TRBV25OR9-2	TRBV25/OR9-2
TRBV25OR9-2	TCRBV11S2O
TRBV25OR9-2	TCRBV25S2
TRBV25OR9-2	TCRBV11O
TRBV26	TCRBV26S1
TRBV26	TCRBV28S1P
TRBV26OR9-2	TRBV26/OR9-2
TRBV26OR9-2	TCRBV28S2O
TRBV26OR9-2	TCRBV28S2
TRBV26OR9-2	TCRBV26S2
TRBV27	TCRBV14S1
TRBV27	TCRBV27S1
TRBV28	TCRBV28S1
TRBV28	TCRBV3S1
TRBV29-1	TRBV291
TRBV29-1	TCRBV29S1
TRBV29-1	TCRBV4S1A1T
TRBV29OR9-2	TRBV29/OR9-2
TRBV29OR9-2	TCRBV29S2
TRBV29OR9-2	TCRBV4S2O
TRBV29OR9-2	TCRBV4O
TRBV3-1	TRBV31
TRBV3-1	TCRBV3S1
TRBV3-1	TCRBV9S1A1T
TRBV3-2	TRBV32
TRBV3-2	TCRBV3S2
TRBV3-2	TCRBV9S2A2PT
TRBV30	TCRBV20S1A1N2
TRBV30	TCRBV30S1
TRBV4-1	TRBV41
TRBV4-1	TCRBV4S1
TRBV4-1	TCRBV7S1A1N2T
TRBV4-1	BV07S1J2.7
TRBV4-2	TRBV42
TRBV4-2	TCRBV4S2
TRBV4-2	TCRBV7S3A2T
TRBV4-3	TRBV43
TRBV4-3	TCRBV4S3
TRBV4-3	TCRBV7S2A1N4T
TRBV5-1	TRBV51
TRBV5-1	TCRBV5S1
TRBV5-1	TCRBV5S1A1T
TRBV5-2	TRBV52
TRBV5-2	TCRBV31S1
TRBV5-2	TCRBV5S2P
TRBV5-3	TRBV53
TRBV5-3	TCRBV5S3
TRBV5-3	TCRBV5S5P
TRBV5-4	TRBV54
TRBV5-4	TCRBV5S4
TRBV5-4	TCRBV5S6A3N2T
TRBV5-5	TRBV55
TRBV5-5	TCRBV5S3A2T
TRBV5-5	TCRBV5S5
TRBV5-6	TRBV56
TRBV5-6	TCRBV5S2
TRBV5-6	TCRBV5S6
TRBV5-7	TRBV57
TRBV5-7	TCRBV5S7
TRBV5-7	TCRBV5S7P
TRBV5-8	TRBV58
TRBV5-8	TCRBV5S4A2T
TRBV5-8	TCRBV5S8
TRBV6-1	TRBV61
TRBV6-1	TCRBV13S3
TRBV6-1	TCRBV6S1
TRBV6-2	TRBV62
TRBV6-2	TCRBV13S2A1T
TRBV6-2	TCRBV6S2
